QueryID,QueryType,Database,Model,Recall,Precision,R-Precision
59,FullWords,Database2,TF-IDF,0.027491408934707903,0.08,0.08
60,FullWords,Database2,TF-IDF,0.2857142857142857,0.02,0.0
61,FullWords,Database2,TF-IDF,0.16666666666666666,0.04,0.12
62,FullWords,Database2,TF-IDF,0.3391304347826087,0.39,0.39
63,FullWords,Database2,TF-IDF,1.0,0.01,0.0
64,FullWords,Database2,TF-IDF,0.0,0.0,0.0
68,FullWords,Database2,TF-IDF,0.38461538461538464,0.05,0.0
71,FullWords,Database2,TF-IDF,0.10606060606060606,0.14,0.14
77,FullWords,Database2,TF-IDF,0.5645161290322581,0.35,0.3333333333333333
80,FullWords,Database2,TF-IDF,0.0,0.0,0.0
85,FullWords,Database2,TF-IDF,0.017811704834605598,0.07,0.07
87,FullWords,Database2,TF-IDF,0.02127659574468085,0.01,0.020833333333333332
89,FullWords,Database2,TF-IDF,0.6153846153846154,0.16,0.18518518518518517
91,FullWords,Database2,TF-IDF,0.0,0.0,0.0
93,FullWords,Database2,TF-IDF,0.5851063829787234,0.55,0.5578947368421052
94,FullWords,Database2,TF-IDF,0.05405405405405406,0.02,0.0
95,FullWords,Database2,TF-IDF,0.1,0.02,0.0
97,FullWords,Database2,TF-IDF,0.7,0.07,0.09090909090909091
98,FullWords,Database2,TF-IDF,1.0,0.09,0.0
99,FullWords,Database2,TF-IDF,0.09411764705882353,0.08,0.09302325581395349
100,FullWords,Database2,TF-IDF,0.06451612903225806,0.02,0.0
54,FullWords,Database3,TF-IDF,0.7647058823529411,0.39,0.46153846153846156
56,FullWords,Database3,TF-IDF,0.4251497005988024,0.71,0.71
57,FullWords,Database3,TF-IDF,1.0,0.18,0.21052631578947367
58,FullWords,Database3,TF-IDF,0.6857142857142857,0.48,0.49295774647887325
59,FullWords,Database3,TF-IDF,0.027491408934707903,0.08,0.08
60,FullWords,Database3,TF-IDF,0.2857142857142857,0.02,0.0
61,FullWords,Database3,TF-IDF,0.16666666666666666,0.04,0.12
62,FullWords,Database3,TF-IDF,0.34782608695652173,0.4,0.4
63,FullWords,Database3,TF-IDF,1.0,0.01,0.0
64,FullWords,Database3,TF-IDF,0.0,0.0,0.0
68,FullWords,Database3,TF-IDF,0.23076923076923078,0.03,0.0
71,FullWords,Database3,TF-IDF,0.17424242424242425,0.23,0.23
77,FullWords,Database3,TF-IDF,0.6774193548387096,0.42,0.4126984126984127
80,FullWords,Database3,TF-IDF,0.0,0.0,0.0
85,FullWords,Database3,TF-IDF,0.061068702290076333,0.24,0.24
87,FullWords,Database3,TF-IDF,0.02127659574468085,0.01,0.020833333333333332
89,FullWords,Database3,TF-IDF,0.6923076923076923,0.18,0.18518518518518517
91,FullWords,Database3,TF-IDF,0.0,0.0,0.0
93,FullWords,Database3,TF-IDF,0.5851063829787234,0.55,0.5684210526315789
94,FullWords,Database3,TF-IDF,0.1891891891891892,0.07,0.07894736842105263
95,FullWords,Database3,TF-IDF,0.15,0.03,0.0
97,FullWords,Database3,TF-IDF,0.9,0.09,0.18181818181818182
98,FullWords,Database3,TF-IDF,1.0,0.09,0.0
99,FullWords,Database3,TF-IDF,0.11764705882352941,0.1,0.10465116279069768
100,FullWords,Database3,TF-IDF,0.2903225806451613,0.09,0.03125
54,myWords,Database0,TF-IDF,0.4117647058823529,0.21,0.28846153846153844
56,myWords,Database0,TF-IDF,0.3772455089820359,0.63,0.63
57,myWords,Database0,TF-IDF,1.0,0.18,0.2631578947368421
58,myWords,Database0,TF-IDF,0.7571428571428571,0.53,0.5492957746478874
59,myWords,Database0,TF-IDF,0.037800687285223365,0.11,0.11
60,myWords,Database0,TF-IDF,0.0,0.0,0.0
61,myWords,Database0,TF-IDF,0.125,0.03,0.04
62,myWords,Database0,TF-IDF,0.3826086956521739,0.44,0.44
63,myWords,Database0,TF-IDF,1.0,0.01,0.0
64,myWords,Database0,TF-IDF,0.0,0.0,0.0
68,myWords,Database0,TF-IDF,0.15384615384615385,0.02,0.0
71,myWords,Database0,TF-IDF,0.1590909090909091,0.21,0.21
77,myWords,Database0,TF-IDF,0.5967741935483871,0.37,0.36507936507936506
80,myWords,Database0,TF-IDF,0.0,0.0,0.0
85,myWords,Database0,TF-IDF,0.022900763358778626,0.09,0.09
87,myWords,Database0,TF-IDF,0.02127659574468085,0.01,0.020833333333333332
89,myWords,Database0,TF-IDF,0.6923076923076923,0.18,0.18518518518518517
91,myWords,Database0,TF-IDF,0.0,0.0,0.0
93,myWords,Database0,TF-IDF,0.3723404255319149,0.35,0.35789473684210527
94,myWords,Database0,TF-IDF,0.43243243243243246,0.16,0.18421052631578946
95,myWords,Database0,TF-IDF,0.1,0.02,0.0
97,myWords,Database0,TF-IDF,0.7,0.07,0.18181818181818182
98,myWords,Database0,TF-IDF,1.0,0.09,0.0
99,myWords,Database0,TF-IDF,0.16470588235294117,0.14,0.13953488372093023
100,myWords,Database0,TF-IDF,0.03225806451612903,0.01,0.0
54,myWords,Database1,TF-IDF,0.5882352941176471,0.3,0.36538461538461536
56,myWords,Database1,TF-IDF,0.4491017964071856,0.75,0.75
57,myWords,Database1,TF-IDF,1.0,0.18,0.2631578947368421
58,myWords,Database1,TF-IDF,0.7714285714285715,0.54,0.5492957746478874
59,myWords,Database1,TF-IDF,0.061855670103092786,0.18,0.18
60,myWords,Database1,TF-IDF,0.14285714285714285,0.01,0.0
61,myWords,Database1,TF-IDF,0.041666666666666664,0.01,0.04
62,myWords,Database1,TF-IDF,0.391304347826087,0.45,0.45
63,myWords,Database1,TF-IDF,1.0,0.01,0.0
64,myWords,Database1,TF-IDF,0.0,0.0,0.0
68,myWords,Database1,TF-IDF,0.23076923076923078,0.03,0.0
71,myWords,Database1,TF-IDF,0.23484848484848486,0.31,0.31
77,myWords,Database1,TF-IDF,0.6612903225806451,0.41,0.3968253968253968
80,myWords,Database1,TF-IDF,0.0,0.0,0.0
85,myWords,Database1,TF-IDF,0.17302798982188294,0.68,0.68
87,myWords,Database1,TF-IDF,0.0,0.0,0.0
89,myWords,Database1,TF-IDF,0.6538461538461539,0.17,0.18518518518518517
91,myWords,Database1,TF-IDF,0.0,0.0,0.0
93,myWords,Database1,TF-IDF,0.4148936170212766,0.39,0.4105263157894737
94,myWords,Database1,TF-IDF,0.4594594594594595,0.17,0.15789473684210525
95,myWords,Database1,TF-IDF,0.15,0.03,0.0
97,myWords,Database1,TF-IDF,1.0,0.1,0.18181818181818182
98,myWords,Database1,TF-IDF,1.0,0.09,0.0
99,myWords,Database1,TF-IDF,0.011764705882352941,0.01,0.011627906976744186
100,myWords,Database1,TF-IDF,0.06451612903225806,0.02,0.0
54,myWords,Database2,TF-IDF,0.37254901960784315,0.19,0.2692307692307692
56,myWords,Database2,TF-IDF,0.3652694610778443,0.61,0.61
57,myWords,Database2,TF-IDF,1.0,0.18,0.2631578947368421
58,myWords,Database2,TF-IDF,0.7142857142857143,0.5,0.5352112676056338
59,myWords,Database2,TF-IDF,0.03436426116838488,0.1,0.1
60,myWords,Database2,TF-IDF,0.0,0.0,0.0
61,myWords,Database2,TF-IDF,0.125,0.03,0.04
62,myWords,Database2,TF-IDF,0.3739130434782609,0.43,0.43
63,myWords,Database2,TF-IDF,1.0,0.01,0.0
64,myWords,Database2,TF-IDF,0.0,0.0,0.0
68,myWords,Database2,TF-IDF,0.15384615384615385,0.02,0.0
71,myWords,Database2,TF-IDF,0.15151515151515152,0.2,0.2
77,myWords,Database2,TF-IDF,0.5967741935483871,0.37,0.36507936507936506
80,myWords,Database2,TF-IDF,0.0,0.0,0.0
85,myWords,Database2,TF-IDF,0.022900763358778626,0.09,0.09
87,myWords,Database2,TF-IDF,0.02127659574468085,0.01,0.020833333333333332
89,myWords,Database2,TF-IDF,0.6538461538461539,0.17,0.18518518518518517
91,myWords,Database2,TF-IDF,0.0,0.0,0.0
93,myWords,Database2,TF-IDF,0.3617021276595745,0.34,0.3473684210526316
94,myWords,Database2,TF-IDF,0.43243243243243246,0.16,0.18421052631578946
95,myWords,Database2,TF-IDF,0.1,0.02,0.0
97,myWords,Database2,TF-IDF,0.7,0.07,0.18181818181818182
98,myWords,Database2,TF-IDF,1.0,0.09,0.0
99,myWords,Database2,TF-IDF,0.1411764705882353,0.12,0.11627906976744186
100,myWords,Database2,TF-IDF,0.06451612903225806,0.02,0.0
54,myWords,Database3,TF-IDF,0.5490196078431373,0.28,0.34615384615384615
56,myWords,Database3,TF-IDF,0.4311377245508982,0.72,0.72
57,myWords,Database3,TF-IDF,1.0,0.18,0.2631578947368421
58,myWords,Database3,TF-IDF,0.7714285714285715,0.54,0.5633802816901409
59,myWords,Database3,TF-IDF,0.061855670103092786,0.18,0.18
60,myWords,Database3,TF-IDF,0.14285714285714285,0.01,0.0
61,myWords,Database3,TF-IDF,0.041666666666666664,0.01,0.04
62,myWords,Database3,TF-IDF,0.34782608695652173,0.4,0.4
63,myWords,Database3,TF-IDF,1.0,0.01,0.0
64,myWords,Database3,TF-IDF,0.0,0.0,0.0
68,myWords,Database3,TF-IDF,0.15384615384615385,0.02,0.0
71,myWords,Database3,TF-IDF,0.22727272727272727,0.3,0.3
77,myWords,Database3,TF-IDF,0.6612903225806451,0.41,0.3968253968253968
80,myWords,Database3,TF-IDF,0.0,0.0,0.0
85,myWords,Database3,TF-IDF,0.17557251908396945,0.69,0.69
87,myWords,Database3,TF-IDF,0.0,0.0,0.0
89,myWords,Database3,TF-IDF,0.6923076923076923,0.18,0.18518518518518517
91,myWords,Database3,TF-IDF,0.0,0.0,0.0
93,myWords,Database3,TF-IDF,0.425531914893617,0.4,0.42105263157894735
94,myWords,Database3,TF-IDF,0.4594594594594595,0.17,0.15789473684210525
95,myWords,Database3,TF-IDF,0.15,0.03,0.0
97,myWords,Database3,TF-IDF,1.0,0.1,0.18181818181818182
98,myWords,Database3,TF-IDF,1.0,0.09,0.0
99,myWords,Database3,TF-IDF,0.011764705882352941,0.01,0.011627906976744186
100,myWords,Database3,TF-IDF,0.06451612903225806,0.02,0.0
54,FullWords,Database0,BM25,0.0392156862745098,0.02,0.019230769230769232
56,FullWords,Database0,BM25,0.1377245508982036,0.23,0.23
57,FullWords,Database0,BM25,0.6111111111111112,0.11,0.21052631578947367
58,FullWords,Database0,BM25,0.3,0.21,0.22535211267605634
59,FullWords,Database0,BM25,0.0,0.0,0.0
60,FullWords,Database0,BM25,0.0,0.0,0.0
61,FullWords,Database0,BM25,0.0,0.0,0.0
62,FullWords,Database0,BM25,0.05217391304347826,0.06,0.06
63,FullWords,Database0,BM25,0.0,0.0,0.0
64,FullWords,Database0,BM25,0.0,0.0,0.0
68,FullWords,Database0,BM25,0.0,0.0,0.0
71,FullWords,Database0,BM25,0.0,0.0,0.0
77,FullWords,Database0,BM25,0.2903225806451613,0.18,0.14285714285714285
80,FullWords,Database0,BM25,0.0,0.0,0.0
85,FullWords,Database0,BM25,0.007633587786259542,0.03,0.03
87,FullWords,Database0,BM25,0.0,0.0,0.0
89,FullWords,Database0,BM25,0.038461538461538464,0.01,0.0
91,FullWords,Database0,BM25,0.0,0.0,0.0
93,FullWords,Database0,BM25,0.2765957446808511,0.26,0.25263157894736843
94,FullWords,Database0,BM25,0.0,0.0,0.0
95,FullWords,Database0,BM25,0.05,0.01,0.0
97,FullWords,Database0,BM25,0.3,0.03,0.09090909090909091
98,FullWords,Database0,BM25,0.6666666666666666,0.06,0.0
99,FullWords,Database0,BM25,0.0,0.0,0.0
100,FullWords,Database0,BM25,0.0,0.0,0.0
54,FullWords,Database1,BM25,0.0196078431372549,0.01,0.019230769230769232
56,FullWords,Database1,BM25,0.11377245508982035,0.19,0.19
57,FullWords,Database1,BM25,0.6111111111111112,0.11,0.15789473684210525
58,FullWords,Database1,BM25,0.22857142857142856,0.16,0.16901408450704225
59,FullWords,Database1,BM25,0.0,0.0,0.0
60,FullWords,Database1,BM25,0.0,0.0,0.0
61,FullWords,Database1,BM25,0.0,0.0,0.0
62,FullWords,Database1,BM25,0.034782608695652174,0.04,0.04
63,FullWords,Database1,BM25,0.0,0.0,0.0
64,FullWords,Database1,BM25,0.0,0.0,0.0
68,FullWords,Database1,BM25,0.0,0.0,0.0
71,FullWords,Database1,BM25,0.0,0.0,0.0
77,FullWords,Database1,BM25,0.27419354838709675,0.17,0.12698412698412698
80,FullWords,Database1,BM25,0.0,0.0,0.0
85,FullWords,Database1,BM25,0.010178117048346057,0.04,0.04
87,FullWords,Database1,BM25,0.0,0.0,0.0
89,FullWords,Database1,BM25,0.07692307692307693,0.02,0.0
91,FullWords,Database1,BM25,0.0,0.0,0.0
93,FullWords,Database1,BM25,0.07446808510638298,0.07,0.06315789473684211
94,FullWords,Database1,BM25,0.0,0.0,0.0
95,FullWords,Database1,BM25,0.05,0.01,0.0
97,FullWords,Database1,BM25,1.0,0.1,0.18181818181818182
98,FullWords,Database1,BM25,0.7777777777777778,0.07,0.0
99,FullWords,Database1,BM25,0.0,0.0,0.0
100,FullWords,Database1,BM25,0.0,0.0,0.0
54,FullWords,Database2,BM25,0.45098039215686275,0.23,0.3076923076923077
56,FullWords,Database2,BM25,0.25748502994011974,0.43,0.43
57,FullWords,Database2,BM25,0.9444444444444444,0.17,0.3157894736842105
58,FullWords,Database2,BM25,0.6428571428571429,0.45,0.4788732394366197
59,FullWords,Database2,BM25,0.013745704467353952,0.04,0.04
60,FullWords,Database2,BM25,0.2857142857142857,0.02,0.0
61,FullWords,Database2,BM25,0.08333333333333333,0.02,0.08
62,FullWords,Database2,BM25,0.16521739130434782,0.19,0.19
63,FullWords,Database2,BM25,0.0,0.0,0.0
64,FullWords,Database2,BM25,0.0,0.0,0.0
68,FullWords,Database2,BM25,0.3076923076923077,0.04,0.0
71,FullWords,Database2,BM25,0.12121212121212122,0.16,0.16
77,FullWords,Database2,BM25,0.532258064516129,0.33,0.30158730158730157
80,FullWords,Database2,BM25,0.0,0.0,0.0
85,FullWords,Database2,BM25,0.01272264631043257,0.05,0.05
87,FullWords,Database2,BM25,0.02127659574468085,0.01,0.020833333333333332
89,FullWords,Database2,BM25,0.2692307692307692,0.07,0.07407407407407407
91,FullWords,Database2,BM25,0.0,0.0,0.0
93,FullWords,Database2,BM25,0.46808510638297873,0.44,0.4421052631578947
94,FullWords,Database2,BM25,0.05405405405405406,0.02,0.05263157894736842
95,FullWords,Database2,BM25,0.1,0.02,0.0
97,FullWords,Database2,BM25,0.6,0.06,0.09090909090909091
98,FullWords,Database2,BM25,0.6666666666666666,0.06,0.0
99,FullWords,Database2,BM25,0.08235294117647059,0.07,0.08139534883720931
100,FullWords,Database2,BM25,0.06451612903225806,0.02,0.0
54,FullWords,Database3,BM25,0.6274509803921569,0.32,0.36538461538461536
56,FullWords,Database3,BM25,0.41916167664670656,0.7,0.7
57,FullWords,Database3,BM25,0.9444444444444444,0.17,0.2631578947368421
58,FullWords,Database3,BM25,0.4714285714285714,0.33,0.38028169014084506
59,FullWords,Database3,BM25,0.003436426116838488,0.01,0.01
60,FullWords,Database3,BM25,0.2857142857142857,0.02,0.0
61,FullWords,Database3,BM25,0.041666666666666664,0.01,0.04
62,FullWords,Database3,BM25,0.22608695652173913,0.26,0.26
63,FullWords,Database3,BM25,0.0,0.0,0.0
64,FullWords,Database3,BM25,0.0,0.0,0.0
68,FullWords,Database3,BM25,0.3076923076923077,0.04,0.0
71,FullWords,Database3,BM25,0.08333333333333333,0.11,0.11
77,FullWords,Database3,BM25,0.6129032258064516,0.38,0.3333333333333333
80,FullWords,Database3,BM25,0.0,0.0,0.0
85,FullWords,Database3,BM25,0.02544529262086514,0.1,0.1
87,FullWords,Database3,BM25,0.0,0.0,0.0
89,FullWords,Database3,BM25,0.3076923076923077,0.08,0.07407407407407407
91,FullWords,Database3,BM25,0.0,0.0,0.0
93,FullWords,Database3,BM25,0.44680851063829785,0.42,0.43157894736842106
94,FullWords,Database3,BM25,0.10810810810810811,0.04,0.02631578947368421
95,FullWords,Database3,BM25,0.15,0.03,0.0
97,FullWords,Database3,BM25,1.0,0.1,0.18181818181818182
98,FullWords,Database3,BM25,1.0,0.09,0.0
99,FullWords,Database3,BM25,0.058823529411764705,0.05,0.05813953488372093
100,FullWords,Database3,BM25,0.12903225806451613,0.04,0.03125
54,myWords,Database0,BM25,0.45098039215686275,0.23,0.3076923076923077
56,myWords,Database0,BM25,0.4311377245508982,0.72,0.72
57,myWords,Database0,BM25,0.8888888888888888,0.16,0.2631578947368421
58,myWords,Database0,BM25,0.7,0.49,0.49295774647887325
59,myWords,Database0,BM25,0.03436426116838488,0.1,0.1
60,myWords,Database0,BM25,0.0,0.0,0.0
61,myWords,Database0,BM25,0.08333333333333333,0.02,0.08
62,myWords,Database0,BM25,0.22608695652173913,0.26,0.26
63,myWords,Database0,BM25,1.0,0.01,0.0
64,myWords,Database0,BM25,0.0,0.0,0.0
68,myWords,Database0,BM25,0.15384615384615385,0.02,0.0
71,myWords,Database0,BM25,0.14393939393939395,0.19,0.19
77,myWords,Database0,BM25,0.5967741935483871,0.37,0.3492063492063492
80,myWords,Database0,BM25,0.0,0.0,0.0
85,myWords,Database0,BM25,0.020356234096692113,0.08,0.08
87,myWords,Database0,BM25,0.02127659574468085,0.01,0.020833333333333332
89,myWords,Database0,BM25,0.38461538461538464,0.1,0.037037037037037035
91,myWords,Database0,BM25,0.0,0.0,0.0
93,myWords,Database0,BM25,0.2765957446808511,0.26,0.25263157894736843
94,myWords,Database0,BM25,0.32432432432432434,0.12,0.10526315789473684
95,myWords,Database0,BM25,0.15,0.03,0.0
97,myWords,Database0,BM25,0.5,0.05,0.18181818181818182
98,myWords,Database0,BM25,0.7777777777777778,0.07,0.1
99,myWords,Database0,BM25,0.09411764705882353,0.08,0.06976744186046512
100,myWords,Database0,BM25,0.03225806451612903,0.01,0.0
54,myWords,Database1,BM25,0.6078431372549019,0.31,0.38461538461538464
56,myWords,Database1,BM25,0.49700598802395207,0.83,0.83
57,myWords,Database1,BM25,1.0,0.18,0.2631578947368421
58,myWords,Database1,BM25,0.7,0.49,0.4788732394366197
59,myWords,Database1,BM25,0.041237113402061855,0.12,0.12
60,myWords,Database1,BM25,0.14285714285714285,0.01,0.0
61,myWords,Database1,BM25,0.0,0.0,0.0
62,myWords,Database1,BM25,0.21739130434782608,0.25,0.25
63,myWords,Database1,BM25,1.0,0.01,0.0
64,myWords,Database1,BM25,0.0,0.0,0.0
68,myWords,Database1,BM25,0.3076923076923077,0.04,0.0
71,myWords,Database1,BM25,0.15151515151515152,0.2,0.2
77,myWords,Database1,BM25,0.6774193548387096,0.42,0.38095238095238093
80,myWords,Database1,BM25,0.0,0.0,0.0
85,myWords,Database1,BM25,0.07124681933842239,0.28,0.28
87,myWords,Database1,BM25,0.0,0.0,0.0
89,myWords,Database1,BM25,0.34615384615384615,0.09,0.07407407407407407
91,myWords,Database1,BM25,0.0,0.0,0.0
93,myWords,Database1,BM25,0.1276595744680851,0.12,0.12631578947368421
94,myWords,Database1,BM25,0.40540540540540543,0.15,0.15789473684210525
95,myWords,Database1,BM25,0.15,0.03,0.0
97,myWords,Database1,BM25,1.0,0.1,0.18181818181818182
98,myWords,Database1,BM25,1.0,0.09,0.0
99,myWords,Database1,BM25,0.0,0.0,0.0
100,myWords,Database1,BM25,0.06451612903225806,0.02,0.0
54,myWords,Database2,BM25,0.43137254901960786,0.22,0.3076923076923077
56,myWords,Database2,BM25,0.40718562874251496,0.68,0.68
57,myWords,Database2,BM25,0.9444444444444444,0.17,0.2631578947368421
58,myWords,Database2,BM25,0.6857142857142857,0.48,0.4647887323943662
59,myWords,Database2,BM25,0.027491408934707903,0.08,0.08
60,myWords,Database2,BM25,0.0,0.0,0.0
61,myWords,Database2,BM25,0.0,0.0,0.0
62,myWords,Database2,BM25,0.21739130434782608,0.25,0.25
63,myWords,Database2,BM25,1.0,0.01,0.0
64,myWords,Database2,BM25,0.0,0.0,0.0
68,myWords,Database2,BM25,0.15384615384615385,0.02,0.0
71,myWords,Database2,BM25,0.14393939393939395,0.19,0.19
77,myWords,Database2,BM25,0.5967741935483871,0.37,0.3333333333333333
80,myWords,Database2,BM25,0.0,0.0,0.0
85,myWords,Database2,BM25,0.017811704834605598,0.07,0.07
87,myWords,Database2,BM25,0.02127659574468085,0.01,0.020833333333333332
89,myWords,Database2,BM25,0.34615384615384615,0.09,0.1111111111111111
91,myWords,Database2,BM25,0.0,0.0,0.0
93,myWords,Database2,BM25,0.19148936170212766,0.18,0.16842105263157894
94,myWords,Database2,BM25,0.35135135135135137,0.13,0.10526315789473684
95,myWords,Database2,BM25,0.1,0.02,0.0
97,myWords,Database2,BM25,0.4,0.04,0.09090909090909091
98,myWords,Database2,BM25,0.7777777777777778,0.07,0.0
99,myWords,Database2,BM25,0.09411764705882353,0.08,0.06976744186046512
100,myWords,Database2,BM25,0.03225806451612903,0.01,0.0
54,myWords,Database3,BM25,0.5686274509803921,0.29,0.34615384615384615
56,myWords,Database3,BM25,0.49700598802395207,0.83,0.83
57,myWords,Database3,BM25,1.0,0.18,0.2631578947368421
58,myWords,Database3,BM25,0.7,0.49,0.49295774647887325
59,myWords,Database3,BM25,0.041237113402061855,0.12,0.12
60,myWords,Database3,BM25,0.14285714285714285,0.01,0.0
61,myWords,Database3,BM25,0.0,0.0,0.0
62,myWords,Database3,BM25,0.22608695652173913,0.26,0.26
63,myWords,Database3,BM25,0.0,0.0,0.0
64,myWords,Database3,BM25,0.0,0.0,0.0
68,myWords,Database3,BM25,0.3076923076923077,0.04,0.0
71,myWords,Database3,BM25,0.1590909090909091,0.21,0.21
77,myWords,Database3,BM25,0.6774193548387096,0.42,0.38095238095238093
80,myWords,Database3,BM25,0.0,0.0,0.0
85,myWords,Database3,BM25,0.06615776081424936,0.26,0.26
87,myWords,Database3,BM25,0.0,0.0,0.0
89,myWords,Database3,BM25,0.38461538461538464,0.1,0.1111111111111111
91,myWords,Database3,BM25,0.0,0.0,0.0
93,myWords,Database3,BM25,0.14893617021276595,0.14,0.1368421052631579
94,myWords,Database3,BM25,0.43243243243243246,0.16,0.15789473684210525
95,myWords,Database3,BM25,0.15,0.03,0.0
97,myWords,Database3,BM25,1.0,0.1,0.18181818181818182
98,myWords,Database3,BM25,1.0,0.09,0.0
99,myWords,Database3,BM25,0.011764705882352941,0.01,0.011627906976744186
100,myWords,Database3,BM25,0.0967741935483871,0.03,0.0
